X_t,F_t,P_t,NIV_t,K_t
0.015951256116138096,1e-06,0.03821548790680521,46179.75153466346,0.9920555968479919
1e-06,1e-06,0.03607894049275822,20581.525200584045,0.9900488436998294
0.022250954977929338,1e-06,0.07299759622674547,168499.10598283177,0.9693534486703418
1e-06,1e-06,0.030319681206805976,14535.141554163767,0.9704445631034598
0.030319067530323863,1e-06,0.07289427920654165,168024.48306460626,0.9463336904910643
1e-06,1e-06,0.10316512002896613,168281.26961539945,0.9512284732717651
1e-06,1e-06,0.07196492042878598,81886.38584073193,0.941763591820186
1e-06,1e-06,0.07830655508077988,96954.11389480442,0.9323928875125945
0.019914655258392245,1e-06,0.10302806304065018,335652.0181887678,0.9139697287287915
0.09598148884408828,1e-06,0.15532448024152992,762913.4883068262,0.8711063187516905
1e-06,1e-06,0.15840683194525668,396750.80912402703,0.9048365131989939
0.03308796133740792,1e-06,0.22225279031982817,1562001.0410166134,0.881134955199801
0.033761083204335955,1e-06,0.11873566103501663,445809.6708369204,0.8720739604830812
0.001683377935948742,1e-06,0.07684968887504488,186649.27782800686,0.877356219957163
0.024302961804985014,1e-06,0.09799572195096204,303666.1364128066,0.8588577408470227
0.023622341056383736,1e-06,0.06632510545365003,139103.32586795028,0.8506013827657548
0.022067747115355016,1e-06,0.07725425859049015,188723.1506540809,0.842792603193561
0.0442652849452208,1e-06,0.09167346288604002,265752.563470292,0.825196992409298
1e-06,1e-06,0.057692967269593304,52627.86557764089,0.8352693761414782
0.06633922653537948,1e-06,0.026727030164108427,22588.888466475822,0.7999787507194285
0.01681891885949354,1e-06,0.03394427316899032,36434.02957798022,0.8118741330214984
0.034137264913488695,1e-06,0.04593413962007007,66720.3706790624,0.7968656911029458
0.018116364885162238,1e-06,0.05882586603335123,109424.02542718138,0.7952818630534749
0.028098848282829582,1e-06,0.05030388517357876,80017.9833113035,0.7834485202917867
1e-06,1e-06,0.0369732138977982,21614.461044188472,0.7866270744390856
0.04022474041110773,1e-06,0.06133018972966829,118942.70742123212,0.7632933363988353
0.014785522978088685,1e-06,0.02846231524141124,25615.98598693781,0.7653720209328385
1e-06,1e-06,0.0742798278135268,87239.22142424084,0.7633787309577406
0.02882956561465379,1e-06,0.10832117300013505,371032.2369052214,0.7449670551859132
1e-06,1e-06,0.07998338735232555,101150.86244532233,0.7482628193153718
0.025254686053668443,1e-06,0.0893045734498315,252191.36057795378,0.7315221029686074
0.031011065168061083,1e-06,0.08145786251189509,209822.4797661305,0.7221618237510936
1e-06,1e-06,0.08637513515764608,117963.45506713627,0.7261483109250169
0.07548001829364678,1e-06,0.06461717501437153,132035.3377720477,0.6922968030707499
0.030377264977645244,1e-06,0.05112877419055379,82664.0092298777,0.7010408410702434
0.057637591181675885,1e-06,0.055351560458704034,96884.03167525907,0.6846693242540376
1e-06,1e-06,0.05425391229345549,46540.61590197667,0.6976756283950538
1e-06,1e-06,1e-06,1.5811388300841898e-05,0.6907336399033693
0.008600285862762147,1e-06,1e-06,3.161910008434601e-05,0.6809266806099706
0.05332548838103086,1e-06,0.02974183986962414,27972.257528924318,0.6592428864396395
0.0023193150857999043,1e-06,0.012625015845470107,5038.214493515251,0.6695428201175063
0.0036522971268689933,1e-06,0.015302722636704482,7403.183593677953,0.662439100869084
0.03952992209124168,1e-06,1e-06,3.162197665129233e-05,0.6441874904270547
0.0059796486805682655,1e-06,1e-06,3.1617489085514444e-05,0.6485667670859586
0.029279946307648526,1e-06,1e-06,3.1621696623725794e-05,0.6346761100343521
1e-06,1e-06,1e-06,1.5811388300841898e-05,0.6376275139939405
0.0025366543292105904,1e-06,1e-06,3.1610315181608694e-05,0.6304831636129145
0.040236034096994125,1e-06,1e-06,3.162199068946856e-05,0.6125537918147401
1e-06,1e-06,1e-06,1.5811388300841898e-05,0.6187827730230584
1e-06,1e-06,0.002620935099934889,108.61318227357907,0.6126257815583281
1e-06,1e-06,1e-06,1.5811388300841898e-05,0.606530053182277
0.04822538892020741,1e-06,0.028812654629715183,26251.706586918768,0.5861888952761434
0.026206823099442056,1e-06,0.05799814498846176,106368.15716916564,0.5867808243721145
0.02434137238685985,1e-06,0.022027654310336958,15343.295988338872,0.5814843699727001
1e-06,1e-06,0.004181276720583434,276.4316877405707,0.5827476696260286
0.025172363880859396,1e-06,1e-06,3.162152040180715e-05,0.5697334369905953
0.006622729586929912,1e-06,1e-06,3.161800243688936e-05,0.5693204258436897
1e-06,1e-06,1e-06,1.5811388300841898e-05,0.5655248731743812
1e-06,1e-06,1e-06,1.5811388300841898e-05,0.5598978066673155
0.0027523080154382125,1e-06,0.01610175003312638,8195.744225515053,0.5535646928893864
0.03398381531567899,1e-06,1e-06,3.162184610445119e-05,0.5395647906249513
1e-06,1e-06,0.07772854476199714,95528.08639985292,0.5433503257239024
0.0035741304595566193,1e-06,0.012405549331399007,4865.309881788375,0.5369836857815767
1e-06,1e-06,0.02508444519714941,9948.990229012466,0.5325912684153625
0.008075015175170586,1e-06,0.09750908743197381,300632.82979645673,0.5251675063381149
1e-06,1e-06,0.04432673222235229,31067.151601853704,0.5220452547155003
1e-06,1e-06,0.1004713734723078,159608.00998851034,0.5168508176406232
1e-06,1e-06,0.10903582137270819,187978.59675908557,0.5117080660782206
0.009792772770669303,1e-06,0.1739006609217741,956220.6515448188,0.5041422108204555
0.013880235969439816,1e-06,0.22652799200423662,1622603.7041532192,0.4981068742847808
1e-06,1e-06,0.18771685830205836,557155.6750794424,0.496584807206354
0.023019603034835398,1e-06,0.21576382984661427,1472103.7491328574,0.48601766815336195
0.006531467964435017,1e-06,0.23255371869766042,1709936.9206263444,0.48516500278187397
0.02244951783289441,1e-06,0.17329005105571207,949572.0312495057,0.4765296854315345
1e-06,1e-06,0.22628817391873357,809643.2881347375,0.4771134384073575
0.04953743824302946,1e-06,0.27938487125690875,2468294.6601102026,0.4608101148917089
1e-06,1e-06,0.3491850642014427,1927885.8810720835,0.4676659593437161
0.04870214544149748,1e-06,0.34466608017510125,3756541.3423602693,0.451874147470094
1e-06,1e-06,0.3454923346036255,1887325.6256616598,0.45840555289944146
0.005049834596848573,1e-06,0.3956473197096939,4949148.245276685,0.4527000938183725
0.014252805269375574,1e-06,0.4606705026979406,6710429.835484035,0.4461380246029975
0.010195354431577496,1e-06,0.45487287348591554,6542405.847469962,0.4425958723977707
1e-06,1e-06,0.44111609627469744,3076633.858619918,0.440431214074565
0.015699880383619556,1e-06,0.4601069567468779,6694065.201612138,0.4326395091164571
0.007203080395393212,1e-06,0.48291629022337734,7373665.337044071,0.43015828206613343
0.03143618053138114,1e-06,0.4808844273595933,7312529.17653087,0.4207490977638246
0.01771041500298118,1e-06,0.5210505051765844,8584897.639663732,0.41943122675602823
0.004488274921690183,1e-06,0.5803778101223903,10649392.838549536,0.41801220953886525
1e-06,1e-06,0.6088058485158485,5860405.0785244275,0.4147824968988771
0.025164020402617948,1e-06,0.6899957420535092,15054819.858599689,0.40552104405992206
0.02095313423412358,1e-06,0.6879379950651788,14965039.457436647,0.4023322387611002
0.01952452339400877,1e-06,0.7030108961230975,15627944.838178763,0.39861359628114623
0.02197406766893395,1e-06,0.6603620182503145,13789369.492245987,0.3941642675587213
1e-06,1e-06,0.748372625544113,8855351.219126785,0.39455331581808806
0.0018456906621035745,1e-06,0.806200277166085,20542374.768737093,0.3902673174374473
0.010456274768311883,1e-06,0.7849266261495929,19481239.71961249,0.3847241721681277
0.015375375832885636,1e-06,0.8203519035430127,21280025.064261343,0.37996042063256186
1e-06,1e-06,0.9000874367546478,12809713.138226043,0.37908265902055027
1e-06,1e-06,0.9772187706283119,15099188.43776453,0.3753107235404884
1e-06,1e-06,1.066450097867594,17982541.912231117,0.3715763194455405
1e-06,1e-06,1.128673249874969,20142179.81281716,0.36787907329218505
0.026971157870521793,1e-06,1.1572177608046674,42346164.3907382,0.35934006631349014
0.01137088860182648,1e-06,1.2812656884738218,51908705.72482095,0.35855043540640336
0.027210927879154495,1e-06,1.3497075632452156,57605427.377005175,0.35218243234306584
0.016540337977319793,1e-06,1.4310093857916883,64752823.25193337,0.35054343087391415
0.058827873455562174,1e-06,1.464661915720134,67837119.07108893,0.3397944385445272
0.002518835812666348,1e-06,1.5505432312891108,75996812.00705962,0.346019579316208
0.045695096359043265,1e-06,1.6413507997485801,85190921.92157994,0.33526029522991285
0.016138982527734633,1e-06,1.6856822888420948,89851335.94356889,0.3368660210719433
1e-06,1e-06,1.8066738095348278,51609482.228155896,0.3362161574904077
0.022019683437586195,1e-06,1.8640697064693519,109876438.72154827,0.32922616205668864
0.028309057639110423,1e-06,1.8347294602888682,106445848.47736073,0.3249269052666609
0.0633541497582531,1e-06,1.9620918077232523,121739578.56308228,0.31610603278858995
0.0491281420150886,1e-06,1.9971730539689334,126131208.20065787,0.3151947519608118
1e-06,1e-06,2.0078566454064597,63743427.07604335,0.3198187019974419
0.03567847934762424,1e-06,2.092594214882787,138470693.86380807,0.31103813937556046
1e-06,1e-06,2.2127394588833336,77415971.00361204,0.31348586739658113
0.04493894174593714,1e-06,2.3019966172113993,167571322.88795617,0.3034707736318255
1e-06,1e-06,2.3686320454292944,88708493.83820125,0.30727843132254623
0.020499471374899967,1e-06,2.4949798161988137,196839787.7828031,0.30111885180081616
1e-06,1e-06,2.5970797847805307,106645021.93264951,0.3011939107181408
0.014350547099333028,1e-06,2.7156163462509477,233188197.88790524,0.2960651422951437
0.0012584738355918487,1e-06,2.8311397205471627,253266440.51541674,0.2950443081158738
1e-06,1e-06,2.9461740991220418,137241930.5816966,0.29229228538842783
0.02984746705926815,1e-06,3.0860489388566257,301155686.1285945,0.28509744823352795
1e-06,1e-06,3.1893151718727664,160829192.73123232,0.2865045103555365
0.07308543707217044,1e-06,3.3245340819765015,349506805.68064594,0.2734755060496012
1e-06,1e-06,3.5356749668935086,197658125.17000458,0.2808313409468984
0.06735395823316796,1e-06,3.654086480595274,422232049.30166477,0.26882962103096963
0.04442890365824312,1e-06,3.835253617299632,465134337.49461186,0.26922307933902817
1e-06,1e-06,3.988930744732001,251583987.81182554,0.2725315205023558
0.01583236951610009,1e-06,4.204394517239525,558958406.5908376,0.2676924091255208
0.009728244093364206,1e-06,4.451335457411703,626521542.4822731,0.2658389453853345
0.05737124770513681,1e-06,4.688041367481482,694984791.1053203,0.2569982190563984
0.04482640642200207,1e-06,4.891674262969633,756668005.6323764,0.25604202105903384
0.01737313095111624,1e-06,5.153139133090457,839689532.8553795,0.25699797706108096
1e-06,1e-06,5.427913797219571,465839046.34860283,0.2566605202929072
0.00019435963052645975,1e-06,5.676590383224169,1013786150.1575667,0.2540821396441558
0.028809280763,1e-06,5.874468267945741,1091244454.940656,0.2479805060902368
