X_t,F_t,P_t,NIV_t,K_t
1e-06,1e-06,6.182880515921552,604437933.3870203,0.24907505555648804
0.02653429977811772,1e-06,6.4783949463475325,1327145302.8245914,0.2433468103870966
0.01147157808901455,1e-06,6.772555356659294,1450331469.1369915,0.24274681581237786
0.05569011391918014,1e-06,7.081085735361142,1585593683.5674193,0.23507620120326894
1e-06,1e-06,7.387292956677754,862860619.6597393,0.23930868293495192
1e-06,1e-06,7.752040251761176,950171593.4350575,0.2369275217544815
1e-06,1e-06,8.036162111776605,1021097898.8371817,0.2345700535236268
0.02504209724224793,1e-06,8.37627041202381,2218625684.0298696,0.22934644723956218
0.0817732044995475,1e-06,8.709282637438605,2398608997.573561,0.2207140951178335
0.018062747658834657,1e-06,9.136529891331971,2639602407.697333,0.22559095035681287
0.029491280232424262,1e-06,9.576915999029609,2900257979.625832,0.22207366227090045
0.051633801258444155,1e-06,10.068594601204683,3205747401.049943,0.21744324595769335
1e-06,1e-06,10.574117005588601,1767902165.2058926,0.22090975704951066
0.029063388007768882,1e-06,11.1074259774689,3901323040.5545163,0.2155565062130708
0.04625666782890957,1e-06,11.61538251052861,4266361424.301423,0.2115849229968383
0.025269160387988328,1e-06,12.195607691916397,4703159470.720385,0.2116894196354404
0.05102640678980001,1e-06,12.810379433887325,5189380024.222236,0.20690123950762737
0.012718537913880175,1e-06,13.505528762765909,5767519069.24811,0.20880389499501825
1e-06,1e-06,14.159148961146872,3169890832.6296635,0.2080449743119421
0.021126908597777865,1e-06,14.800376088368477,6926677162.454286,0.20381063943143177
1e-06,1e-06,15.560339598608541,3828319243.970702,0.20392540780870363
0.021574707764412962,1e-06,16.32634665265439,8428647624.049465,0.1997301938625959
1e-06,1e-06,17.184175256648995,4669037810.479681,0.1998874141876303
0.03258603216998643,1e-06,17.993225020628408,10237754122.562819,0.19470036029638066
1e-06,1e-06,18.94490011927007,5674853366.766165,0.19592937819743314
0.007418844018472715,1e-06,19.906957894772198,12530005462.34732,0.193261724737576
0.04209304423291557,1e-06,20.875548879457227,13780516295.936964,0.18805006994508522
0.024607060695546384,1e-06,21.896421405358748,15161027534.482288,0.18781383796314294
1e-06,1e-06,22.987919097512666,8355439990.137518,0.18824687739177523
0.0082089411186209,1e-06,24.162998497932865,18460724960.97664,0.1856104844820481
1e-06,1e-06,25.368495211291133,10175585739.852995,0.18451933947355753
1e-06,1e-06,26.617893306432514,11202562206.93314,0.18268334136930192
0.041414182895681204,1e-06,27.96254692069102,24725379447.01833,0.17715900940896206
0.06414783645727581,1e-06,29.347609634031983,27235709747.108337,0.17341383724905785
0.006200874445000053,1e-06,30.83939760646003,30070575551.713894,0.17673551363041864
0.02669427923779418,1e-06,32.43200829279562,33260702360.529488,0.1731931835424233
1e-06,1e-06,34.0876663567227,18372343015.34063,0.17377376967658853
0.02152854637654674,1e-06,35.843152474950614,40624892702.25986,0.17020277252179286
1e-06,1e-06,37.65625941307228,22420451733.974106,0.17033281849250576
0.010526699177299046,1e-06,39.579596044816704,49533778789.783066,0.1677527936548816
0.03925949486059642,1e-06,41.551632192413365,54596539169.41344,0.1637146595288564
1e-06,1e-06,43.60131738432883,30058633079.48345,0.16529872292278094
1e-06,1e-06,45.77862743515491,33135653396.974804,0.16365397314864905
0.007202096789803087,1e-06,48.06472444646399,73045357135.53569,0.16144325692049624
1e-06,1e-06,50.50912523958062,40337566884.1774,0.16041340736168516
0.004585040745160537,1e-06,53.00916968030528,88839743034.16539,0.15845367172082897
0.00444955591992293,1e-06,55.65141636933883,97916267656.79851,0.15688765893270487
0.03799601181814923,1e-06,58.45854757961922,108064889097.63443,0.15274300039489197
1e-06,1e-06,61.33462717017168,59481438608.140015,0.15412350769154665
0.046941703618577524,1e-06,64.4088639017438,131184349421.22931,0.14905031405594968
0.033736988061465745,1e-06,67.64945441091638,144715724775.8431,0.14854475375864726
0.04915016443562524,1e-06,70.99218009835583,159372061474.47546,0.14593768226161924
0.007519873261747474,1e-06,74.54754677462451,175715051159.75558,0.1475245853680024
0.043174298893974804,1e-06,78.24200267481088,193584177316.62488,0.1434759792977974
0.01308465355057797,1e-06,82.15348602201166,213411984026.04886,0.1442016189938236
0.006941372448035946,1e-06,86.3443345265676,235724721733.447,0.14320599136009446
1e-06,1e-06,90.64771703289827,129922313697.76163,0.14227392931251312
0.011730359793918056,1e-06,95.21166899973635,286644316227.0978,0.14003460898370942
1e-06,1e-06,99.83265218388941,157585125550.59378,0.13945671675826443
1e-06,1e-06,104.84374432021082,173802112027.32346,0.13806909924172453
0.02188261761549741,1e-06,110.0752658425946,383141892344.7498,0.1352078832774801
1e-06,1e-06,115.58078861211101,211223050784.95508,0.1353351479013971
0.03661550443487023,1e-06,121.39192157923048,465980466195.92114,0.13155789577302043
0.04895768971679705,1e-06,127.46611776156561,513784084116.6145,0.12944756997785387
0.0332219098109945,1e-06,133.86011571902034,566616634060.9935,0.12917186753175203
0.005387656159674275,1e-06,140.53156961649404,624406179247.7137,0.12967884241338898
0.0036390660454731364,1e-06,147.58911515419402,688635380715.7976,0.12850081490128412
0.043524948873767795,1e-06,154.91803784742842,758916503974.1793,0.12471015746051642
0.009084631968903668,1e-06,162.572319713867,835690379371.4083,0.12561384300862435
0.014747244587372924,1e-06,170.7543914909357,921964746973.6644,0.12401234990930347
1e-06,1e-06,179.23794846067065,507960489571.2957,0.12368701213038084
0.013676717994341283,1e-06,188.1999617437045,1119972369592.4668,0.12162182313309958
0.03335870540857394,1e-06,197.58812822697126,1234549976487.7976,0.11923250689192727
0.02744143421025479,1e-06,207.38053010796523,1359941211032.1985,0.11839589625928854
1e-06,1e-06,217.72250268102525,749508633773.2439,0.1188371750151752
1e-06,1e-06,228.6197080500453,826413372349.2346,0.11765472536699496
0.034084991342104944,1e-06,240.0344831267578,1821941934013.093,0.11451574028808018
0.02419866319026512,1e-06,251.93634976482383,2007075542068.29,0.11393811468855979
1e-06,1e-06,264.4679438810332,1105900570048.8853,0.11417750273327666
1e-06,1e-06,277.67315739698404,1219095706078.9038,0.11304141759897571
0.001063862999075811,1e-06,291.61086756891683,2686577526982.2915,0.11185717647548885
1e-06,1e-06,306.2132142671493,1482579056432.7986,0.11080304755923089
0.0038434348734683365,1e-06,321.5360269721974,3268483527414.681,0.10948998255387236
0.0014051941307764142,1e-06,337.6021108675583,3601648724780.0054,0.1085327729181894
0.035623017966182564,1e-06,354.4686287931836,3973227377287.066,0.10563008959159867
0.035018447600859856,1e-06,372.2341006157148,4381470697479.408,0.10461067011560811
0.029117331295416254,1e-06,390.8594980860878,4830881949607.121,0.1038758164772059
1e-06,1e-06,410.3642465760513,2662619051278.4326,0.1043503804043324
1e-06,1e-06,430.8605350204768,2935238783368.6753,0.10331207677097176
0.08811691232285612,1e-06,452.4708917859575,6474054670441.441,0.09787550586919826
0.04226067024646851,1e-06,475.07376420548235,7136936261443.13,0.09914906689314142
0.019418244797845333,1e-06,498.7912042042146,7867109737707.499,0.09929007898897078
0.0382753773455977,1e-06,523.783869469182,8675467615555.877,0.0973796338085333
1e-06,1e-06,549.9937338188366,4782835976899.617,0.09827348733082507
0.049058852878666466,1e-06,577.4534484761426,10544478510111.059,0.09493812394903581
1e-06,1e-06,606.3743097952595,5813686258658.564,0.09632754190290295
0.021120869932415978,1e-06,636.6485478394794,12816780414868.734,0.09436727444338619
1e-06,1e-06,668.4378600504535,7064673326709.692,0.09442012877612635
1e-06,1e-06,701.8466915141559,7788512447751.634,0.09348063279737891
0.04771072500143505,1e-06,736.9338528653442,17173068892409.777,0.09036883085179286
1e-06,1e-06,773.7120615390793,9465176978469.014,0.09162959224786676
